log,task,model,reasoning_effort,sample_id,epoch,score,score_detail,difficulty,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,stop_reason,total_time_s,working_time_s,response_id,served_model,lyra_selected_model,lyra_router_model,lyra_difficulty,lyra_task_type,lyra_mode,lyra_policy_version,lyra_attempt_count,error,benchmark,variant,variant_label,is_fusion,cost_usd_matched,cost_match_duration_delta_s
2026-09-14T16-27-34-00-00_gpqa-diamond_jTqPVFVD9v2YPoudqYS5GM.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-auto,,recxsX66ktJ1Lwt4f,1,1,choice,,662,1703,,,,stop,18.338,18.334,01a0a0cbcde373a3842e481a2ca4d1bb,apigo/lyra-auto,,,,,,,,,gpqa_diamond,apigo/lyra-auto,Fusion auto,true,0.00083558,0.514
2026-09-14T16-27-34-00-00_gpqa-diamond_jTqPVFVD9v2YPoudqYS5GM.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-auto,,recywRj5a8EEjj2Ib,1,1,choice,,652,927,,,,stop,10.401,10.398,01a0a0d0e8b974e0b83f4ee297087cad,apigo/lyra-auto,,,,,,,,,gpqa_diamond,apigo/lyra-auto,Fusion auto,true,0.00049654,0.094
2026-09-14T16-27-34-00-00_gpqa-diamond_jTqPVFVD9v2YPoudqYS5GM.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-auto,,reczQ4I0VpENdMtIj,1,0,choice,,607,2802,,,,stop,30.112,30.108,01a0a0cc15377713bd5006fb9612ea5b,apigo/lyra-auto,,,,,,,,,gpqa_diamond,apigo/lyra-auto,Fusion auto,true,0.00135646,0.697
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec0wZvZgiz320KRs,1,1,choice,,684,2071,,,,stop,23.487,23.211,01a0a0d4723879728a180dd8b49ad805,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00487880,0.045
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec1oj2DveQWl9Rpw,1,1,choice,,815,14618,,,,stop,168.219,168.215,01a0a0e7969e7442b1c7a3b207284b04,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.02682260,0.558
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec260hNUCEj109Dj,1,1,choice,,662,2601,,,,stop,27.919,27.651,01a0a0d472447af284a3cc640d9862af,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00529940,1.474
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec2UlKqC6RFHdcro,1,1,choice,,799,6356,,,,stop,70.108,69.84,01a0a0d472447b4284aa27f49e64260d,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01025500,0.923
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec2ZTsqazBZ3LTWZ,1,1,choice,,1239,10982,,,,stop,122.939,122.671,01a0a0d472447aa2add0100220ff11d3,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01292260,0.793
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec47oNPXudlTIk4y,1,1,choice,,858,4436,,,,stop,60.214,60.207,01a0a0e8360976c0b4f337177228280f,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01719500,1.09
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec4JrWy7Il8ho5vk,1,1,choice,,504,1299,,,,stop,55.315,55.311,01a0a0d4ccf37ef0a1760fbeca189ca8,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01254040,0.623
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec7qmSnbud4FHSqL,1,0,choice,,802,4326,,,,stop,48.406,48.4,01a0a0d4dec478719e9ef94b726fccee,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01044880,0.602
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec8nshandHARTkrg,1,1,choice,,1367,24193,,,,stop,261.677,261.672,01a0a0d583467a72ad4176e5c272993f,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.02686900,0.525
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec8y3ZrBOcLgNEkE,1,1,choice,,666,1086,,,,stop,19.095,19.092,01a0a0d59b3d75b2a3936f27e5d6b51a,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00357560,0.49
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rec9W28HgpEUeUN8k,1,1,choice,,907,38314,,,,stop,456.904,456.899,01a0a0e87a1d7b00a54ab624d3cc64e3,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.11962660,0.455
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recAYkd96NNuNl1Ei,1,0,choice,,530,1238,,,,stop,21.999,21.995,01a0a0e920f471f3b49a05829f055559,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00383840,0.436
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recBhnXrUyTJ6WHIR,1,1,choice,,798,18380,,,,stop,245.561,245.556,01a0a0e976f5720190c370f36ca6604b,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.03735600,0.441
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recBtVK8rBVtIlXDq,1,1,choice,,607,1775,,,,stop,53.06,53.056,01a0a0d5a50e7f2395aa7d9a5c7b3b79,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01206540,1.356
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recD8oX1KevFbl7bL,1,1,choice,,1064,5483,,,,stop,64.929,64.925,01a0a0d5e5b177a29bef065f7631e7f3,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01019960,0.394
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recE2ihVfqEK4R9d0,1,1,choice,,736,2577,,,,stop,30.376,30.371,01a0a0ea263976139f58083905410ff5,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00613000,0.03
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recG1ljJQcVy6CbSl,1,1,choice,,874,2780,,,,stop,32.562,32.558,01a0a0d651927c21942768849a53be9b,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00707920,0.541
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recGFKDUd8qgz81Zl,1,1,choice,,618,4991,,,,stop,57.117,57.111,01a0a0d674687892a71a1df0723cde4e,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01283200,0.17
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recGFNRVl1qBZGwyU,1,1,choice,,616,12790,,,,stop,143.242,143.238,01a0a0d6d09b74e0915428c522ca7843,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01823040,0.456
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recGee5m84dg5FZkc,1,1,choice,,926,20205,,,,stop,300.266,300.263,01a0a0ea272f7243ae1df8838184fe46,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.05873880,0.48
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recIDiDKKrN61Auyr,1,1,choice,,674,863,,,,stop,12.522,12.517,01a0a0d6e3cc71f1be8bf0928d213127,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00268760,0.519
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recIMcQfaQNa6vzsT,1,1,choice,,948,2719,,,,stop,30.073,30.069,01a0a0d714667a00b0e50f92f359ea08,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00808680,0.145
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recINGR1z01Fh1Z3A,1,1,choice,,884,7912,,,,stop,86.735,86.73,01a0a0ea9d0478c18185d968f699ae28,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01090480,0.479
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recJJcOHhFeSaRpl4,1,1,choice,,731,3894,,,,stop,44.952,44.943,01a0a0d753537b92963038bc6ce5e4d7,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00761540,0.652
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recKv4hFyNpViUXnL,1,1,choice,,875,11495,,,,stop,119.582,119.579,01a0a0d789cd7af1ad3a70338672cd81,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01132140,0.467
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recLAgwx9vbgB5EHk,1,1,choice,,767,8055,,,,stop,85.291,85.285,01a0a0d802e47243b27cea67b36f9d9f,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01119340,0.425
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recLrRirj7iXoB0rU,1,1,choice,,817,10283,,,,stop,111.72,111.715,01a0a0d9002779829ea2e7ae75e360ac,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01362140,0.465
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recNFJjE5PPTqVJGv,1,1,choice,,580,3516,,,,stop,39.617,39.613,01a0a0d9501a7443a79244724e0bcce9,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00923240,0.439
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recQiWOxhkXRz9NVE,1,0,choice,,718,26570,,,,stop,342.707,342.702,01a0a0d95cf57493987adddb63a340e3,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.05344840,0.412
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recRTiyaRymerDJ4y,1,1,choice,,801,1933,,,,stop,21.962,21.957,01a0a0d9811f7b0289a31badc48e7bf3,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00553020,0.233
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recRZjaElf8ft7xTq,1,1,choice,,1098,4427,,,,stop,57.778,57.772,01a0a0ebefdd7921b445ae3f4be83520,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00568400,1.17
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recTs7qzfJs6kfLUK,1,1,choice,,1435,3523,,,,stop,52.177,52.171,01a0a0d9d7147a728316f2d20118f6bf,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00791680,0.439
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recUc29lMDBEvurYo,1,1,choice,,778,15267,,,,stop,156.277,156.272,01a0a0ecd1647130b12698fd7c99b903,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01743480,0.452
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recYOzCsevNz61Lyn,1,1,choice,,1071,6533,,,,stop,73.009,73.005,01a0a0d9eb1d73019b5ae1df20e095e0,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00746160,0.134
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recZWeueB7lSPR6wN,1,1,choice,,875,28934,,,,stop,344.127,344.123,01a0a0daa2c877029000967291c07466,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.03899340,0.424
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recb4cGsC6BJUCU3V,1,1,choice,,820,4894,,,,stop,52.779,52.773,01a0a0dab4717b40b23817c1258299a9,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00407780,0.19
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recb80OwMgNnceA9t,1,,,,,,,,,stop,311.672,311.672,,openai-api/apigo/apigo/lyra-budget,,,,,,,,Lyra execution failed,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00000000,0.537
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,reccOKzFNmyqeJ6ry,1,1,choice,,721,2862,,,,stop,35.017,35.012,01a0a0db085f7ff2b1c5d32cf665b253,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00619620,0.523
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recclFbsjbaiVVnnV,1,,,,,,,,,stop,321.556,321.556,,openai-api/apigo/apigo/lyra-budget,,,,,,,,Lyra execution failed,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00000000,0.782
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recdya6FuYraBU5Rh,1,1,choice,,822,10421,,,,stop,127.588,127.583,01a0a0db91307a0385526e05f91f2d64,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.02409160,0.52
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recfTlTMjZBuOducT,1,1,choice,,489,5469,,,,stop,59.567,59.564,01a0a0eebc3a78f1a4165f4fe7dd0aa9,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00865520,0.066
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recgI6tUQ7RLJRWGx,1,1,choice,,731,1838,,,,stop,22.166,22.162,01a0a0dd836072a18876483f03bf8b71,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00583080,0.555
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,rechKl68Uc6H7vU0N,1,1,choice,,1101,26106,,,,stop,336.517,336.513,01a0a0ddda197d92b6228eb5b450d021,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.06705660,0.525
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recihePFulRgNKsIn,1,0,choice,,712,3592,,,,stop,55.173,55.167,01a0a0de97ed7131b8e34a350b74480a,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00377480,0.33
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,reciuppdQde4FGX1z,1,1,choice,,966,2794,,,,stop,30.926,30.921,01a0a0df6fa17db1b6bdce17afc70ade,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00504540,0.007
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recixxJmdux0d8LZQ,1,1,choice,,968,4089,,,,stop,45.916,45.91,01a0a0ef33ef7bd1848156fafe627ca2,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00537000,0.449
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recjJ54TXc04enRkZ,1,,,,,,,,,stop,325.827,325.827,,openai-api/apigo/apigo/lyra-budget,,,,,,,,Lyra execution failed,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00000000,0.546
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,reckYqR92oJkqJXkE,1,1,choice,,571,1214,,,,stop,17.724,17.72,01a0a0dfe87d7a42b7a3e313ad89658c,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00323700,0.527
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recnGEpF1srQpaqWq,1,,,,,,,,,stop,319.515,319.514,,openai-api/apigo/apigo/lyra-budget,,,,,,,,Lyra execution failed,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00000000,0.507
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recnawZPumSCLMVgp,1,1,choice,,922,34314,,,,stop,341.536,341.533,01a0a0e06b0375b2a27bcb28944195c1,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.02493080,0.532
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recnjViFrqlZNL3fY,1,0,choice,,587,5073,,,,stop,69.652,69.646,01a0a0e2fc987bd0b5f77586217feb72,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00859620,0.349
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recooG6bivTUJpDBz,1,1,choice,,1148,29372,,,,stop,290.194,290.191,01a0a0e40cb47470a84e5195ea1ad9c1,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.02265840,0.506
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recpJmTOXx6T48nDJ,1,1,choice,,543,16529,,,,stop,178.761,178.758,01a0a0e4dbf975d0a39e06ce6d6f6233,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.02020220,0.544
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recpki12iG9RUGrz9,1,1,choice,,1028,2639,,,,stop,30.145,30.14,01a0a0e50db37bc38863f4df0b1e3ba7,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00615760,0.482
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recr3VHM4zYf6dMFY,1,1,choice,,888,4772,,,,stop,52.325,52.322,01a0a0e5839b79408b0f7a7ac0b5d410,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00582080,0.041
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recs3PLPUEMiqg4P8,1,1,choice,,1233,24305,,,,stop,296.238,296.235,01a0a0e5a0db73b1aa805c546bcbeb24,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.05200820,0.462
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recv7GsQg3f0fvB1f,1,1,choice,,809,1849,,,,stop,26.857,26.852,01a0a0e64fa07540ae126a52df7c558a,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00653160,0.234
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recxsX66ktJ1Lwt4f,1,1,choice,,790,1945,,,,stop,24.055,24.05,01a0a0e6b8f677038c09648de0bfaf04,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00487460,2.586
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,recywRj5a8EEjj2Ib,1,1,choice,,807,1712,,,,stop,31.409,31.405,01a0a0ef73287d11bec5b10bc0fc9a64,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.00724880,1.857
2026-09-14T16-51-11-00-00_gpqa-diamond_Ysmbw9ebLTQBWKj76vrtdb.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-budget,,reczQ4I0VpENdMtIj,1,0,choice,,692,6115,,,,stop,73.499,73.495,01a0a0e7173678338bee7a6c446b10d2,apigo/lyra-budget,,,,,,,,,gpqa_diamond,apigo/lyra-budget,Fusion budget,true,0.01040260,0.977
2026-09-14T17-23-30-00-00_gpqa-diamond_NS2ssaV4fQR5JjqRHtYhKt.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-quality,,rec0wZvZgiz320KRs,1,1,choice,,1311,1400,,,,stop,17.632,17.352,01a0a0f208d17011be05138f566559c6,apigo/lyra-quality,,,,,,,,,gpqa_diamond,apigo/lyra-quality,Fusion quality,true,0.00838020,0.093
2026-09-14T17-23-30-00-00_gpqa-diamond_NS2ssaV4fQR5JjqRHtYhKt.eval,inspect_evals/gpqa_diamond,openai-api/apigo/apigo/lyra-quality,,rec1oj2DveQWl9Rpw,1,1,choice,,514,45558,,,,stop,764.982,764.978,01a0a11d4a9075218ee35709702e79f3,apigo/lyra-quality,,,,,,,,,gpqa_diamond,apigo/lyra-quality,Fusion quality,true,0.14970640,0.491
